Symbol,Company Name,Type,Sector,Industry,Options
GUSH,Direxion Daily S&P Oil & Gas Exp. & Prod. Bull 2X Shares,ETF,ETF-Trading--Leveraged Equity,ETF,True
SOXS,Direxion Daily Semiconductor Bear 3x Shares,ETF,ETF-Trading--Inverse Equity,ETF,True
SOXL,Direxion Daily Semiconductor Bull 3x Shares,ETF,ETF-Trading--Leveraged Equity,ETF,True
TZA,Direxion Daily Small Cap Bear 3x Shares,ETF,ETF-Trading--Inverse Equity,ETF,True
TNA,Direxion Daily Small Cap Bull 3x Shares,ETF,ETF-Trading--Leveraged Equity,ETF,True
TECS,Direxion Daily Technology Bear 3X Shares,ETF,ETF-Trading--Inverse Equity,ETF,True
TECL,Direxion Daily Technology Bull 3x Shares,ETF,ETF-Trading--Leveraged Equity,ETF,True
TPOR,Direxion Daily Transportation Bull 3X Shares,ETF,ETF-Trading--Leveraged Equity,ETF,True
OOTO,Direxion Daily Travel & Vacation Bull 2X Shares,ETF,ETF-Trading--Leveraged Equity,ETF,True
TSLS,Direxion Daily TSLA Bear 1X Shares,ETF,ETF-Trading--Inverse Equity,ETF,True
TSLL,Direxion Daily TSLA Bull 2X Shares,ETF,ETF-Trading--Leveraged Equity,ETF,True
TSMZ,Direxion Daily TSM Bear 1X Shares,ETF,ETF-Trading--Inverse Equity,ETF,False
TSMX,Direxion Daily TSM Bull 2X Shares,ETF,ETF-Trading--Leveraged Equity,ETF,False
URAA,Direxion Daily Uranium Industry Bull 2X Shares,ETF,ETF-Trading--Leveraged Equity,ETF,False
UTSL,Direxion Daily Utilities Bull 3X Shares,ETF,ETF-Trading--Leveraged Equity,ETF,True
XOMZ,Direxion Daily XOM Bear 1X Shares,Common Stock,,ETF,False
XOMX,Direxion Daily XOM Bull 2X Shares,Common Stock,,ETF,False
HCMT,Direxion HCM Tactical Enhanced US ETF,ETF,ETF-Large Blend,ETF,False
KORU,Direxion MSCI Daily South Korea Bull 3X Shares,ETF,ETF-Trading--Leveraged Equity,ETF,True
QQQE,Direxion NASDAQ-100 Equal Weighted Index Shares,ETF,ETF-Large Growth,ETF,True
WFH,Direxion Work From Home ETF,ETF,ETF-Technology,ETF,True
IRON,"Disc Medicine, Inc.",Common Stock,Healthcare,Biotechnology,True
DSCF,Discipline Fund ETF,ETF,ETF-Tactical Allocation,ETF,False
DSTX,Distillate International Fundamental Stability & Value ETF,ETF,ETF-Foreign Large Blend,ETF,False
DSMC,Distillate Small/Mid Cash Flow ETF,ETF,ETF-Small Value,ETF,False
DSTL,Distillate US Fundamental Stability & Value ETF,ETF,ETF-Large Value,ETF,True
DIST,Distoken Acquisition Corporation,Common Stock,Financials,Shell Companies,False
DSGR,"Distribution Solutions Group, Inc.",Common Stock,Industrials,Industrial Distribution,True
DEC,Diversified Energy Company PLC,Common Stock,Energy,Oil & Gas Integrated,False
DHC,Diversified Healthcare Trust,Common Stock,Real Estate,REIT - Healthcare Facilities,True
IPDP,Dividend Performers ETF,ETF,ETF-Derivative Income,ETF,False
DLHC,DLH Holdings Corp.,Common Stock,Industrials,Specialty Business Services,True
DLO,DLocal Limited,Common Stock,Technology,Software - Infrastructure,True
HEPS,D-Market Elektronik Hizmetler ve Ticaret A.S.,Common Stock,Consumer Discretionary,Internet Retail,True
BOOM,DMC Global Inc.,Common Stock,Industrials,Conglomerates,True
DMYY,"dMY Squared Technology Group, Inc.",Common Stock,Financials,Shell Companies,False
DNOW,DNOW Inc.,Common Stock,Industrials,Industrial Distribution,True
DNP,DNP Select Income Fund Inc.,FUND,Financials,Asset Management - Income,False
DCBO,Docebo Inc.,Common Stock,Technology,Software - Application,True
DCGO,DocGo Inc.,Common Stock,Healthcare,Medical Care Facilities,True
DOCU,"DocuSign, Inc.",Common Stock,Technology,Software - Application,True
DOGZ,Dogness (International) Corporation,Common Stock,Consumer Discretionary,Leisure,False
DWTX,"Dogwood Therapeutics, Inc.",Common Stock,Healthcare,Biotechnology,False
DLB,"Dolby Laboratories, Inc.",Common Stock,Industrials,Specialty Business Services,True
DOLE,Dole plc,Common Stock,Consumer Staples,Farm Products,True
DG,Dollar General Corporation,Common Stock,Consumer Staples,Discount Stores,True
DLTR,"Dollar Tree, Inc.",Common Stock,Consumer Staples,Discount Stores,True
DVS,Dolly Varden Silver Corporation,Common Stock,Materials,Silver,False
DLPN,"Dolphin Entertainment, Inc.",Common Stock,Communication Services,Advertising Agencies,True
DOMH,Dominari Holdings Inc.,Common Stock,Financials,Capital Markets,False
D,"Dominion Energy, Inc.",Common Stock,Utilities,Utilities - Regulated Electric,True
DPZ,"Domino's Pizza, Inc.",Common Stock,Consumer Discretionary,Restaurants,True
DOMO,"Domo, Inc.",Common Stock,Technology,Software - Application,True
DCI,"Donaldson Company, Inc.",Common Stock,Industrials,Specialty Industrial Machinery,True
DGICB,Donegal Group Inc.,Common Stock,Financials,Insurance - Property & Casualty,False
DGICA,Donegal Group Inc. Class A,Common Stock,Financials,Insurance - Property & Casualty,True
DFIN,"Donnelley Financial Solutions, Inc.",Common Stock,Technology,Software - Application,True
DASH,"DoorDash, Inc.",Common Stock,Consumer Discretionary,Internet Retail,True
DMLP,"Dorchester Minerals, L.P.",Common Stock,Energy,Oil & Gas Exploration & Production,True
LPG,Dorian LPG Ltd.,Common Stock,Energy,Oil & Gas Midstream,True
DORM,"Dorman Products, Inc.",Common Stock,Consumer Discretionary,Auto Parts,True
DDI,"DoubleDown Interactive Co., Ltd.",Common Stock,Communication Services,Electronic Gaming & Multimedia,False
DABS,Doubleline ABS ETF,ETF,,ETF,False
DCRE,DoubleLine Commercial Real Estate ETF,ETF,ETF-Short-Term Bond,ETF,False
DCMT,DoubleLine Commodity Strategy ETF,ETF,ETF-Commodities Broad Basket,ETF,False
DFVE,DoubleLine Fortune 500 Equal Weight ETF,ETF,ETF-Mid-Cap Value,ETF,False
DSL,DoubleLine Income Solutions Fund,FUND,Financials,Asset Management - Income,True
DMBS,DoubleLine Mortgage ETF,ETF,ETF-Intermediate Core Bond,ETF,False
DMX,DoubleLine Multi-Sector Income ETF,ETF,ETF-Multisector Bond,ETF,False
DBND,DoubleLine Opportunistic Core Bond ETF,ETF,ETF-Intermediate Core-Plus Bond,ETF,False
CAPE,DoubleLine Shiller CAPE U.S. Equities ETF,ETF,ETF-Large Value,ETF,False
DV,"DoubleVerify Holdings, Inc.",Common Stock,Technology,Software - Application,True
PLOW,"Douglas Dynamics, Inc.",Common Stock,Consumer Discretionary,Auto Parts,True
DOUG,Douglas Elliman Inc.,Common Stock,Real Estate,Real Estate Services,True
DEI,"Douglas Emmett, Inc.",Common Stock,Real Estate,REIT - Office,True
DOYU,DouYu International Holdings Limited,Common Stock,Communication Services,Internet Content & Information,False
DOV,Dover Corporation,Common Stock,Industrials,Specialty Industrial Machinery,True
DOW,Dow Inc.,Common Stock,Materials,Chemicals,True
DOCS,"Doximity, Inc.",Common Stock,Healthcare,Health Information Services,True
RDY,Dr. Reddy's Laboratories Limited,Common Stock,Healthcare,Drug Manufacturers - Specialty & Generic,True
DRAI,Draco Evolution AI ETF,ETF,ETF-Conservative Allocation,ETF,False
DKNG,DraftKings Inc.,Common Stock,Consumer Discretionary,Gambling,True
DPRO,Draganfly Inc.,Common Stock,Industrials,Aerospace & Defense,True
DFLI,Dragonfly Energy Holdings Corp.,Common Stock,Industrials,Electrical Equipment & Parts,True
DRD,DRDGOLD Limited,Common Stock,Materials,Gold,True
DFH,"Dream Finders Homes, Inc.",Common Stock,Consumer Discretionary,Residential Construction,True
DTI,Drilling Tools International Corporation,Common Stock,Energy,Oil & Gas Equipment & Services,False
DRVN,Driven Brands Holdings Inc.,Common Stock,Consumer Discretionary,Auto & Truck Dealerships,True
DBX,"Dropbox, Inc.",Common Stock,Technology,Software - Infrastructure,True
DMAA,Drugs Made In America Acquisition Corp.,Common Stock,Financials,Shell Companies,False
DSS,"DSS, Inc.",Common Stock,Consumer Discretionary,Packaging & Containers,False
DYCQ,DT Cloud Acquisition Corporation,Common Stock,Financials,Shell Companies,False
DTSQ,DT Cloud Star Acquisition Corporation,Common Stock,Financials,Shell Companies,False
DTM,"DT Midstream, Inc.",Common Stock,Energy,Oil & Gas Midstream,True
DTE,DTE Energy Company,Common Stock,Utilities,Utilities - Regulated Electric,True
DCO,Ducommun Incorporated,Common Stock,Industrials,Aerospace & Defense,True
DUK,Duke Energy Corporation,Common Stock,Utilities,Utilities - Regulated Electric,True
DLTH,Duluth Holdings Inc.,Common Stock,Consumer Discretionary,Apparel Retail,True
DNB,"Dun & Bradstreet Holdings, Inc.",Common Stock,Financials,Financial Data & Stock Exchanges,True
IPOD,Dune Acquisition Corporation II,,Financials,Shell Companies,False
DUOL,"Duolingo, Inc.",Common Stock,Technology,Software - Application,True
DUOT,"Duos Technologies Group, Inc.",Common Stock,Technology,Software - Application,False
DD,"DuPont de Nemours, Inc.",Common Stock,Materials,Specialty Chemicals,True
DRRX,DURECT Corporation,Common Stock,Healthcare,Drug Manufacturers - Specialty & Generic,True
BROS,Dutch Bros Inc.,Common Stock,Consumer Discretionary,Restaurants,True
QBTS,D-Wave Quantum Inc.,Common Stock,Technology,Computer Hardware,True
DXC,DXC Technology Company,Common Stock,Technology,Information Technology Services,True
DXPE,"DXP Enterprises, Inc.",Common Stock,Industrials,Industrial Distribution,True
DYAI,"Dyadic International, Inc.",Common Stock,Healthcare,Biotechnology,True
DY,"Dycom Industries, Inc.",Common Stock,Industrials,Engineering & Construction,True
DLNG,Dynagas LNG Partners LP,Common Stock,Energy,Oil & Gas Midstream,True
DYNX,Dynamix Corporation,Common Stock,Financials,Shell Companies,False
DT,"Dynatrace, Inc.",Common Stock,Technology,Software - Application,True
DVAX,Dynavax Technologies Corporation,Common Stock,Healthcare,Drug Manufacturers - Specialty & Generic,True
DYN,"Dyne Therapeutics, Inc.",Common Stock,Healthcare,Biotechnology,True
DX,"Dynex Capital, Inc.",Common Stock,Real Estate,REIT - Mortgage,True
ELF,"e.l.f. Beauty, Inc.",Common Stock,Consumer Staples,Household & Personal Products,True
ETWO,"E2open Parent Holdings, Inc.",Common Stock,Technology,Software - Application,True
BBLU,EA Bridgeway Blue Chip ETF,ETF,ETF-Large Blend,ETF,False
BSVO,EA Bridgeway Omni Small-Cap Value ETF,ETF,ETF-Small Value,ETF,True
BESF,EA Series Trust - Bastion Energy ETF,,,ETF,False
EBMT,"Eagle Bancorp Montana, Inc.",Common Stock,Financials,Banks - Regional,False
EGBN,"Eagle Bancorp, Inc.",Common Stock,Financials,Banks - Regional,True
EAGL,Eagle Capital Select Equity ETF,ETF,ETF-Large Blend,ETF,False
EFSI,"Eagle Financial Services, Inc.",Common Stock,Financials,Banks - Regional,False
EXP,Eagle Materials Inc.,Common Stock,Materials,Building Materials,True
ECC,Eagle Point Credit Company Inc.,Common Stock,Financials,Asset Management,False
EIC,Eagle Point Income Company Inc.,Common Stock,Financials,Asset Management,False
ELWS,"Earlyworks Co., Ltd",Common Stock,Technology,Software - Application,False
DXF,Eason Technology Limited,Common Stock,Financials,Credit Services,False
EWBC,"East West Bancorp, Inc.",Common Stock,Financials,Banks - Regional,True
DEA,"Easterly Government Properties, Inc.",Common Stock,Real Estate,REIT - Office,True
EBC,"Eastern Bankshares, Inc.",Common Stock,Financials,Banks - Regional,True
EGP,"EastGroup Properties, Inc.",Common Stock,Real Estate,REIT - Industrial,True
EMN,Eastman Chemical Company,Common Stock,Materials,Specialty Chemicals,True
KODK,Eastman Kodak Company,Common Stock,Industrials,Specialty Business Services,True
ETN,Eaton Corporation plc,Common Stock,Industrials,Specialty Industrial Machinery,True
EVLN,Eaton Vance Floating-Rate ETF,ETF,ETF-Bank Loan,ETF,False
EVYM,Eaton Vance High Income Municipal ETF,ETF,,ETF,False
EVHY,Eaton Vance High Yield ETF,ETF,ETF-High Yield Bond,ETF,False
EVIM,Eaton Vance Intermediate Municipal Income ETF,ETF,ETF-Muni National Interm,ETF,False
EVSD,Eaton Vance Short Duration Income ETF,ETF,ETF-Short-Term Bond,ETF,False
EVSM,Eaton Vance Short Duration Municipal Income ETF,ETF,ETF-Muni National Short,ETF,False
EVT,Eaton Vance Tax-Advantaged Dividend Income Fund,FUND,Financials,Asset Management - Income,False
EVTR,Eaton Vance Total Return Bond ETF,ETF,ETF-Intermediate Core-Plus Bond,ETF,False
EVSB,Eaton Vance Ultra-Short Income ETF,ETF,ETF-Ultrashort Bond,ETF,False
EBON,Ebang International Holdings Inc.,Common Stock,Technology,Computer Hardware,False
EBAY,eBay Inc.,Common Stock,Consumer Discretionary,Internet Retail,True
ECX,ECARX Holdings Inc.,Common Stock,Consumer Discretionary,Auto Parts,False
ECBK,"ECB Bancorp, Inc.",Common Stock,Financials,Banks - Regional,False
ECDA,"ECD Automotive Design, Inc.",Common Stock,Consumer Discretionary,Auto Manufacturers,False
SATS,EchoStar Corporation,Common Stock,Communication Services,Telecom Services,True
WAVE,Eco Wave Power Global AB (publ),Common Stock,Utilities,Utilities - Renewable,False
ECL,Ecolab Inc.,Common Stock,Materials,Specialty Chemicals,True
EC,Ecopetrol S.A.,Common Stock,Energy,Oil & Gas Integrated,True
ECVT,Ecovyst Inc.,Common Stock,Materials,Specialty Chemicals,True
EDAP,EDAP TMS S.A.,Common Stock,Healthcare,Medical Distribution,True
EDSA,"Edesa Biotech, Inc.",Common Stock,Healthcare,Biotechnology,False
EPC,Edgewell Personal Care Company,Common Stock,Consumer Staples,Household & Personal Products,True
EWTX,"Edgewise Therapeutics, Inc.",Common Stock,Healthcare,Biotechnology,True
EDBL,Edible Garden AG Incorporated,Common Stock,Consumer Staples,Farm Products,False
EIX,Edison International,Common Stock,Utilities,Utilities - Regulated Electric,True
EDIT,"Editas Medicine, Inc.",Common Stock,Healthcare,Biotechnology,True
EDUC,Educational Development Corporation,Common Stock,Communication Services,Publishing,False
EW,Edwards Lifesciences Corporation,Common Stock,Healthcare,Medical Devices,True
EMPB,Efficient Market Portfolio Plus ETF Trust Units,ETF,,ETF,False
EGAN,eGain Corporation,Common Stock,Technology,Software - Application,True
EH,EHang Holdings Limited,Common Stock,Industrials,Aerospace & Defense,True
EHTH,"eHealth, Inc.",Common Stock,Financials,Insurance Brokers,True
EJH,E-Home Household Service Holdings Limited,Common Stock,Consumer Discretionary,Personal Services,False
OCTO,Eightco Holdings Inc.,Common Stock,Consumer Discretionary,Packaging & Containers,False
EKSO,"Ekso Bionics Holdings, Inc.",Common Stock,Healthcare,Medical Instruments & Supplies,True
LOCO,"El Pollo Loco Holdings, Inc.",Common Stock,Consumer Discretionary,Restaurants,True
ELAN,Elanco Animal Health Incorporated,Common Stock,Healthcare,Drug Manufacturers - Specialty & Generic,True
ESTC,Elastic N.V.,Common Stock,Technology,Software - Application,True
ESLT,Elbit Systems Ltd.,Common Stock,Industrials,Aerospace & Defense,True
EGO,Eldorado Gold Corporation,Common Stock,Materials,Gold,True
CLOX,Eldridge AAA CLO ETF,ETF,ETF-Ultrashort Bond,ETF,False
CLOZ,Eldridge BBB-B CLO ETF,ETF,ETF-Bank Loan,ETF,False
ELBM,Electra Battery Materials Corporation,Common Stock,Materials,Other Industrial Metals & Mining,False
ECOR,"electroCore, Inc.",Common Stock,Healthcare,Medical Devices,False
ELMD,"Electromed, Inc.",Common Stock,Healthcare,Medical Devices,True
EA,Electronic Arts Inc.,Common Stock,Communication Services,Electronic Gaming & Multimedia,True
ELSE,"Electro-Sensors, Inc.",Common Stock,Technology,Scientific & Technical Instruments,False
ELVA,Electrovaya Inc.,Common Stock,Industrials,Electrical Equipment & Parts,False
ELDN,"Eledon Pharmaceuticals, Inc.",Common Stock,Healthcare,Biotechnology,True
ESI,Element Solutions Inc,Common Stock,Materials,Specialty Chemicals,True
ELV,"Elevance Health, Inc.",Common Stock,Healthcare,Healthcare Plans,True
ELEV,"Elevation Oncology, Inc.",Common Stock,Healthcare,Biotechnology,True
LLY,Eli Lilly and Company,Common Stock,Healthcare,Drug Manufacturers - General,True
ELTX,"Elicio Therapeutics, Inc.",Common Stock,Healthcare,Biotechnology,True
EARN,Ellington Credit Company,Common Stock,Financials,Asset Management,True
EFC,Ellington Financial Inc.,Common Stock,Real Estate,REIT - Mortgage,True
ELLO,Ellomay Capital Ltd.,Common Stock,Utilities,Utilities - Renewable,False
ELM,Elm Market Navigator ETF,ETF,,ETF,False
ELME,Elme Communities,Common Stock,Real Estate,REIT - Residential,True
ELPW,Elong Power Holding Limited,Common Stock,Industrials,Electrical Equipment & Parts,False
ELTK,Eltek Ltd.,Common Stock,Technology,Electronic Components,False
ELUT,Elutia Inc.,Common Stock,Healthcare,Medical Devices,False
EMBC,Embecta Corp.,Common Stock,Healthcare,Medical Instruments & Supplies,True
EMCG,Embrace Change Acquisition Corp.,Common Stock,Financials,Shell Companies,False
ERJ,Embraer S.A.,Common Stock,Industrials,Aerospace & Defense,True
EME,"EMCOR Group, Inc.",Common Stock,Industrials,Engineering & Construction,True
EMA,Emera Incorporated,Common Stock,,Other,False
EEX,"Emerald Holding, Inc.",Common Stock,Communication Services,Advertising Agencies,True
SOL,Emeren Group Ltd,Common Stock,Technology,Solar,True
EBS,Emergent BioSolutions Inc.,Common Stock,Healthcare,Drug Manufacturers - Specialty & Generic,True
REMG,Emerging Markets Equity Active ETF,,,ETF,False
EMR,Emerson Electric Co.,Common Stock,Industrials,Specialty Industrial Machinery,True
MSN,Emerson Radio Corp.,Common Stock,Technology,Consumer Electronics,False
EP,Empire Petroleum Corporation,Common Stock,Energy,Oil & Gas Exploration & Production,False
ESBA,"Empire State Realty OP, L.P.",Common Stock,Real Estate,REIT - Office,False
ESRT,"Empire State Realty Trust, Inc.",Common Stock,Real Estate,REIT - Diversified,True
EIG,"Employers Holdings, Inc.",Common Stock,Financials,Insurance - Specialty,True
EDN,Empresa Distribuidora y Comercializadora Norte Sociedad AnÃ³nima,Common Stock,Utilities,Utilities - Regulated Electric,False
EMQQ,EMQQ The Emerging Markets Internet ETF,ETF,ETF-Diversified Emerging Mkts,ETF,True
EMX,EMX Royalty Corporation,Common Stock,Materials,Other Industrial Metals & Mining,True
ACT,"Enact Holdings, Inc.",Common Stock,Financials,Insurance - Specialty,True
ENTA,"Enanta Pharmaceuticals, Inc.",Common Stock,Healthcare,Biotechnology,True
ENB,Enbridge Inc.,Common Stock,Energy,Oil & Gas Midstream,True
EHC,Encompass Health Corporation,Common Stock,Healthcare,Medical Care Facilities,True
ECPG,"Encore Capital Group, Inc.",Common Stock,Financials,Credit Services,True
EU,enCore Energy Corp.,Common Stock,Energy,Uranium,True
DAVA,Endava plc,Common Stock,Technology,Software - Infrastructure,True
EXK,Endeavour Silver Corp.,Common Stock,Materials,Silver,True
NDRA,ENDRA Life Sciences Inc.,Common Stock,Healthcare,Diagnostics & Research,False
ENIC,Enel Chile S.A.,Common Stock,Utilities,Utilities - Regulated Electric,True
EFXT,Enerflex Ltd.,Common Stock,Energy,Oil & Gas Equipment & Services,True
ENR,"Energizer Holdings, Inc.",Common Stock,Industrials,Electrical Equipment & Parts,True
WATT,Energous Corporation,Common Stock,Technology,Scientific & Technical Instruments,False
EFOI,"Energy Focus, Inc.",Common Stock,Consumer Discretionary,"Furnishings, Fixtures & Appliances",False
UUUU,Energy Fuels Inc.,Common Stock,Energy,Uranium,True
ERII,"Energy Recovery, Inc.",Common Stock,Industrials,Pollution & Treatment Controls,True
XLE,Energy Select Sector SPDR Fund,ETF,ETF-Equity Energy,ETF,True
ESOA,Energy Services of America Corporation,Common Stock,Industrials,Engineering & Construction,False
ET,Energy Transfer LP,Common Stock,Energy,Oil & Gas Midstream,True
NRGV,"Energy Vault Holdings, Inc.",Common Stock,Utilities,Utilities - Renewable,True
ENGS,Energys Group Limited,Common Stock,Industrials,Electrical Equipment & Parts,False
EPAC,Enerpac Tool Group Corp.,Common Stock,Industrials,Specialty Industrial Machinery,True
ENS,EnerSys,Common Stock,Industrials,Electrical Equipment & Parts,True
ENGN,enGene Holdings Inc.,Common Stock,Healthcare,Biotechnology,False
EHAB,"Enhabit, Inc.",Common Stock,Healthcare,Medical Care Facilities,True
E,Eni S.p.A.,Common Stock,Energy,Oil & Gas Integrated,True
ENLT,Enlight Renewable Energy Ltd,Common Stock,Utilities,Utilities - Renewable,True
ENFY,Enlightify Inc.,Common Stock,Materials,Agricultural Inputs,True
ELVN,"Enliven Therapeutics, Inc.",Common Stock,Healthcare,Biotechnology,True
ENLV,Enlivex Therapeutics Ltd.,Common Stock,Healthcare,Biotechnology,True
EBF,"Ennis, Inc.",Common Stock,Industrials,Business Equipment & Supplies,True
ENVA,"Enova International, Inc.",Common Stock,Financials,Credit Services,True
ENOV,Enovis Corporation,Common Stock,Healthcare,Medical Devices,True
ENVX,Enovix Corporation,Common Stock,Industrials,Electrical Equipment & Parts,True
ENPH,"Enphase Energy, Inc.",Common Stock,Technology,Solar,True
NPO,Enpro Inc.,Common Stock,Industrials,Specialty Industrial Machinery,True
ESGR,Enstar Group Limited,Common Stock,Financials,Insurance - Diversified,True
ENSC,"Ensysce Biosciences, Inc.",Common Stock,Healthcare,Biotechnology,False
ENTG,"Entegris, Inc.",Common Stock,Technology,Semiconductor Equipment & Materials,True
ENTX,Entera Bio Ltd.,Common Stock,Healthcare,Biotechnology,True
ETR,Entergy Corporation,Common Stock,Utilities,Utilities - Regulated Electric,True
ENTO,"Entero Therapeutics, Inc.",Common Stock,Healthcare,Biotechnology,False
EBTC,"Enterprise Bancorp, Inc.",Common Stock,Financials,Banks - Regional,True
EFSC,Enterprise Financial Services Corp,Common Stock,Financials,Banks - Regional,True
EPD,Enterprise Products Partners L.P.,Common Stock,Energy,Oil & Gas Midstream,True
TRDA,"Entrada Therapeutics, Inc.",Common Stock,Healthcare,Biotechnology,True
EVC,Entravision Communications Corporation,Common Stock,Communication Services,Advertising Agencies,True
ELA,Envela Corporation,Common Stock,Consumer Discretionary,Luxury Goods,True
ENVB,"Enveric Biosciences, Inc.",Common Stock,Healthcare,Biotechnology,False
NVRI,Enviri Corporation,Common Stock,Industrials,Waste Management,True
EVTV,"Envirotech Vehicles, Inc.",Common Stock,Consumer Discretionary,Auto Manufacturers,True
NVST,Envista Holdings Corporation,Common Stock,Healthcare,Medical Instruments & Supplies,True
COCH,"Envoy Medical, Inc.",Common Stock,Healthcare,Medical Devices,False
NVNO,enVVeno Medical Corporation,Common Stock,Healthcare,Medical Devices,True
EOG,"EOG Resources, Inc.",Common Stock,Energy,Oil & Gas Exploration & Production,True
EONR,EON Resources Inc.,Common Stock,Energy,Oil & Gas Exploration & Production,False
EOSE,"Eos Energy Enterprises, Inc.",Common Stock,Industrials,Electrical Equipment & Parts,True
EPAM,"EPAM Systems, Inc.",Common Stock,Technology,Information Technology Services,True
EEIQ,EpicQuest Education Group International Limited,Common Stock,Consumer Staples,Education & Training Services,False
PLUS,ePlus inc.,Common Stock,Technology,Software - Application,True
EPR,EPR Properties,Common Stock,Real Estate,REIT - Specialty,True
EPSN,Epsilon Energy Ltd.,Common Stock,Energy,Oil & Gas Exploration & Production,True
EPSM,Epsium Enterprise Limited,Common Stock,Consumer Staples,Beverages - Wineries & Distilleries,False
EPWK,EPWK Holdings Ltd.,Common Stock,Technology,Software - Application,False
EQT,EQT Corporation,Common Stock,Energy,Oil & Gas Exploration & Production,True
EFX,Equifax Inc.,Common Stock,Industrials,Consulting Services,True
EQ,"Equillium, Inc.",Common Stock,Healthcare,Biotechnology,True
EQIX,"Equinix, Inc.",Common Stock,Real Estate,REIT - Specialty,True
EQNR,Equinor ASA,Common Stock,Energy,Oil & Gas Integrated,True
EQX,Equinox Gold Corp.,Common Stock,Materials,Gold,True
EQH,"Equitable Holdings, Inc.",Common Stock,Financials,Asset Management,True
EQBK,"Equity Bancshares, Inc.",Common Stock,Financials,Banks - Regional,True
ELS,"Equity LifeStyle Properties, Inc.",Common Stock,Real Estate,REIT - Residential,True
EQR,Equity Residential,Common Stock,Real Estate,REIT - Residential,True
EQS,"Equus Total Return, Inc.",Common Stock,Financials,Asset Management,False
EQV,EQV Ventures Acquisition Corp.,Common Stock,Financials,Shell Companies,False
ERAS,"Erasca, Inc.",Common Stock,Healthcare,Biotechnology,True
RAYA,Erayak Power Solution Group Inc.,Common Stock,Industrials,Electrical Equipment & Parts,False
ERIE,Erie Indemnity Company,Common Stock,Financials,Insurance Brokers,True
ZGN,Ermenegildo Zegna N.V.,Common Stock,Consumer Discretionary,Apparel Manufacturing,True
ERNA,Ernexa Therapeutics Inc.,Common Stock,Healthcare,Biotechnology,False
ERO,Ero Copper Corp.,Common Stock,Materials,Copper,True
XOVR,ERShares Private-Public Crossover ETF,ETF,ETF-Large Growth,ETF,True
ESAB,ESAB Corporation,Common Stock,Industrials,Metal Fabrication,True
ESCA,"Escalade, Incorporated",Common Stock,Consumer Discretionary,Leisure,True
ESE,ESCO Technologies Inc.,Common Stock,Technology,Scientific & Technical Instruments,True
ESGL,ESGL Holdings Limited,Common Stock,Industrials,Waste Management,False
ESHA,ESH Acquisition Corp.,Common Stock,Financials,Shell Companies,False
EHGO,Eshallgo Inc.,Common Stock,Industrials,Business Equipment & Supplies,False
ESPR,"Esperion Therapeutics, Inc.",Common Stock,Healthcare,Drug Manufacturers - Specialty & Generic,True
ESP,Espey Mfg. & Electronics Corp.,Common Stock,Industrials,Electrical Equipment & Parts,False
ESQ,"Esquire Financial Holdings, Inc.",Common Stock,Financials,Banks - Regional,False
GWH,"ESS Tech, Inc.",Common Stock,Industrials,Electrical Equipment & Parts,False
ESSA,"ESSA Bancorp, Inc.",Common Stock,Financials,Banks - Regional,True
EPIX,ESSA Pharma Inc.,Common Stock,Healthcare,Biotechnology,True
ESNT,Essent Group Ltd.,Common Stock,Financials,Insurance - Specialty,True
ESN,Essential 40 Stock ETF,ETF,ETF-Large Blend,ETF,False
EPRT,"Essential Properties Realty Trust, Inc.",Common Stock,Real Estate,REIT - Retail,True
WTRG,"Essential Utilities, Inc.",Common Stock,Utilities,Utilities - Regulated Water,True
ESS,"Essex Property Trust, Inc.",Common Stock,Real Estate,REIT - Residential,True
ESTA,Establishment Labs Holdings Inc.,Common Stock,Healthcare,Medical Devices,True
ESLA,"Estrella Immunopharma, Inc.",Common Stock,Healthcare,Biotechnology,False
SIXH,ETC 6 Meridian Hedged Equity Index Option ETF,ETF,ETF-Derivative Income,ETF,False
SIXL,ETC 6 Meridian Low Beta Equity ETF,ETF,ETF-Mid-Cap Blend,ETF,False
SIXA,ETC 6 Meridian Mega Cap Equity ETF,ETF,ETF-Large Value,ETF,False
SXQG,ETC 6 Meridian Quality Growth ETF,ETF,ETF-Large Growth,ETF,False
SIXS,ETC 6 Meridian Small Cap Equity ETF,ETF,ETF-Small Value,ETF,False
RITA,ETFB Green SRI REITs ETF,ETF,ETF-Real Estate,ETF,False
ETD,Ethan Allen Interiors Inc.,Common Stock,Consumer Discretionary,"Furnishings, Fixtures & Appliances",True
ETON,"Eton Pharmaceuticals, Inc.",Common Stock,Healthcare,Drug Manufacturers - Specialty & Generic,True
ETOR,eToro Group Ltd.,Common Stock,Financials,Capital Markets,True
USML,ETRACS 2x Leveraged MSCI US Minimum Volatility Factor TR ETN,ETF,ETF-Trading--Leveraged Equity,ETF,False
MTUL,ETRACS 2x Leveraged MSCI US Momentum Factor TR ETN,ETF,ETF-Trading--Leveraged Equity,ETF,False
QULL,ETRACS 2x Leveraged MSCI US Quality Factor TR ETN,ETF,ETF-Trading--Leveraged Equity,ETF,False
SCDL,ETRACS 2x Leveraged US Dividend Factor TR ETN,ETF,ETF-Trading--Leveraged Equity,ETF,False
IWFL,ETRACS 2x Leveraged US Growth Factor TR ETN,ETF,ETF-Trading--Leveraged Equity,ETF,False
