Trade_Date,Symbol,Company_Name,Type,Sector,Industry,MarketCapitalization,Beta,P_Open,P_High,P_Low,P_Close,volume,Prev_Close (Price),P_50D_MA,P_200D_MA,V_14D_MA,V_50D_MA,Options,hi_250d,lo_250d,Close_to_Open (% from Prev Day Close),Open_Close (%),High_Close(%),Low_Close(%),Close_to_Close (%),Shares_Out,Shares_Float,Short_Ratio,Short_Percent_Float,Earnings_Date,Shares_Insiders,Shares_Institutions
2025-07-02,CPSP,Calamos S&P 500 Structured Alt Protection ETF - April,ETF,,ETF,0.0,0.0,25.3,25.336,25.3,25.336,1500.0,,24.729,0.0,978.57,4326.06,False,0.0,0.0,,0.14229249011856843,0.0,-0.14209030628354047,,,,,,,,
2025-07-02,CPSD,Calamos S&P 500 Structured Alt Protection ETF - December,ETF,ETF-Defined Outcome,ETF,0.0,0.0,24.83,24.84,24.785,24.826,7400.0,,24.411,0.0,5363.36,10042.96,False,0.0,0.0,,-0.0161095449053475,0.056392491742525364,-0.1651494401031192,,,,,,,,
2025-07-02,CPSF,Calamos S&P 500 Structured Alt Protection ETF - February,ETF,,ETF,0.0,0.0,24.611,24.611,24.611,24.611,1200.0,,24.267,0.0,2382.71,4607.94,False,0.0,0.0,,0.0,0.0,0.0,,,,,,,,
2025-07-02,CPSN,Calamos S&P 500 Structured Alt Protection ETF - November,ETF,ETF-Defined Outcome,ETF,0.0,0.0,26.03,26.065,26.03,26.065,1500.0,,25.697,0.0,471.43,1961.72,False,0.0,0.0,,0.1344602381867082,0.0,-0.13427968540188046,,,,,,,,
2025-07-02,CPSO,Calamos S&P 500 Structured Alt Protection ETF - October,ETF,ETF-Defined Outcome,ETF,0.0,0.0,26.24,26.24,26.24,26.24,1100.0,,25.859,0.0,485.71,2372.96,False,0.0,0.0,,0.0,0.0,0.0,,,,,,,,
2025-07-02,CPST,Calamos S&P 500 Structured Alt Protection ETF - September,ETF,ETF-Defined Outcome,ETF,0.0,0.0,26.125,26.125,26.125,26.125,1100.0,,25.702,25.347,835.71,1498.72,False,0.0,0.0,,0.0,0.0,0.0,,,,,,,,
2025-07-02,CPSA,Calamos S&P 500 Structured Alt Protection ETF August,ETF,ETF-Defined Outcome,ETF,0.0,0.0,26.004,26.004,26.004,26.004,1100.0,,25.517,25.119,1981.93,2742.78,False,0.0,0.0,,0.0,0.0,0.0,,,,,,,,
2025-07-02,CPSY,Calamos S&P 500 Structured Alt Protection ETF January,ETF,,ETF,0.0,0.0,24.14,24.165,24.14,24.165,3200.0,,23.798,0.0,785.43,2704.62,False,0.0,0.0,,0.10356255178127,0.0,-0.10345541071797466,,,,,,,,
2025-07-02,CPSJ,Calamos S&P 500 Structured Alt Protection ETF July,ETF,ETF-Defined Outcome,ETF,0.0,0.0,26.12,26.15,26.0404,26.12,55912.0,,25.548,25.041,25265.14,10804.0,False,26.12,23.95,,0.0,0.11485451761101678,-0.30474732006125277,,,,,,,,
2025-07-02,CVGW,"Calavo Growers, Inc.",Common Stock,Consumer Staples,Food Distribution,489.452768,0.398,27.67,27.814,26.815,27.44,289127.0,,26.216,25.315,529460.0,367082.84,True,28.723,19.866,,-0.8312251535959538,1.36297376093294,-2.2776967930029155,,,,,,,,
2025-07-02,CALC,"CalciMedica, Inc.",Common Stock,Healthcare,Biotechnology,22.07576,1.248,1.55,1.69,1.55,1.58,46800.0,,1.737,2.69,33621.43,29586.0,False,5.3,1.43,,1.9354838709677438,6.962025316455687,-1.8987341772151913,,,,,,,,
2025-07-02,CMCL,Caledonia Mining Corporation Plc,Common Stock,Materials,Gold,403.261312,0.283,20.44,21.2,20.3,20.9,196900.0,,17.08,13.607,169985.71,163174.0,True,20.9,8.911,,2.2504892367905933,1.4354066985645968,-2.8708133971291767,,,,,,,,
2025-07-02,CAL,"Caleres, Inc.",Common Stock,Consumer Discretionary,Apparel Retail,469.098208,1.08,13.29,13.91,12.88,13.88,1296236.0,,14.364,21.568,974652.57,1028526.74,True,43.336,12.22,,4.439428141459756,0.21613832853025475,-7.204610951008646,,,,,,,,
2025-07-02,CWD,CaliberCos Inc.,Common Stock,Financials,Asset Management,4.492114,-0.704,3.47,3.64,3.38,3.4,12129.0,,4.69,9.159,16603.29,20543.71,False,17.06,3.057,,-2.0172910662824286,7.058823529411772,-0.5882352941176475,,,,,,,,
2025-07-02,CLDI,"Calidi Biotherapeutics, Inc.",Common Stock,Healthcare,Biotechnology,7.312298,1.06,0.23,0.2388,0.2285,0.2339,539469.0,,0.388,0.908,2129776.36,867891.38,False,3.38,0.224,,1.6956521739130377,2.094912355707574,-2.308678922616498,,,,,,,,
2025-07-02,BCAL,California BanCorp.,Common Stock,Financials,Banks - Regional,528.33024,0.512,16.14,16.365,15.8,16.3,136938.0,,14.886,14.824,139015.64,107355.1,False,17.95,12.16,,0.9913258983890962,0.3987730061349554,-3.067484662576687,,,,,,,,
2025-07-02,CRC,California Resources Corporation,Common Stock,Energy,Oil & Gas Exploration & Production,4173.389824,1.56,46.63,46.95,45.805,46.8,969043.0,,43.677,45.518,1060773.14,918031.58,True,58.113,32.105,,0.3645721638430079,0.3205128205128327,-2.1260683760683707,,,,,,,,
2025-07-02,CWT,California Water Service Group,Common Stock,Utilities,Utilities - Regulated Water,2754.5216,0.651,46.49,46.61,45.85,46.24,153656.0,,46.798,48.083,415958.07,363167.14,True,54.486,41.337,,-0.5377500537750053,0.8001730103806173,-0.8434256055363333,,,,,,,,
2025-07-02,CALX,"Calix, Inc.",Common Stock,Technology,Software - Infrastructure,3429.641984,1.352,51.96,52.96,51.96,52.91,555630.0,,45.91,39.942,653273.57,814156.6,True,53.19,29.03,,1.8283294842186215,0.09450009450010256,-1.7955017955017873,,,,,,,,
2025-07-02,CJMB,Callan JMB Inc.,Common Stock,Industrials,Integrated Freight & Logistics,16.574516,0.0,5.05,5.1,5.02,5.04,3500.0,,4.825,0.0,13778.57,19724.0,False,0.0,0.0,,-0.1980198019801938,1.1904761904761827,-0.396825396825406,,,,,,,,
2025-07-02,CALM,"Cal-Maine Foods, Inc.",Common Stock,Consumer Staples,Farm Products,5003.136,0.162,101.92,103.4,100.835,103.17,907204.0,,96.651,87.406,878852.0,835049.8,True,111.667,57.835,,1.2264521193092621,0.2229330231656528,-2.2632548221382263,,,,,,,,
2025-07-02,CLMT,"Calumet, Inc.",Common Stock,Materials,Specialty Chemicals,1415.395328,0.92,15.81,16.82,15.675,16.34,1282363.0,,14.233,15.312,1850317.79,1200212.42,True,23.58,8.99,,3.3523086654016403,2.9375764993880074,-4.06976744186046,,,,,,,,
2025-07-02,CVIE,Calvert International Responsible Index ETF,ETF,ETF-Foreign Large Blend,ETF,0.0,0.0,64.96,65.1352,64.89,65.1352,4784.0,,62.295,58.815,19827.43,14891.68,True,65.135,51.488,,0.2697044334975428,0.0,-0.37644775789434437,,,,,,,,
2025-07-02,CVSB,Calvert Ultra-Short Investment Grade ETF,ETF,ETF-Ultrashort Bond,ETF,0.0,0.0,50.67,50.67,50.655,50.665,3000.0,,50.402,49.633,13864.29,13842.0,False,50.724,48.012,,-0.009867771857119711,0.009868745682428813,-0.019737491364843603,,,,,,,,
2025-07-02,CVLC,Calvert US Large-Cap Core Responsible Index ETF,ETF,ETF-Large Blend,ETF,0.0,0.0,76.71,77.03,76.71,77.03,6536.0,,72.929,71.038,24388.29,26908.72,True,77.03,60.933,,0.4171555207926052,0.0,-0.41542256263794286,,,,,,,,
2025-07-02,CDEI,"Calvert US Large-Cap Diversity, Equity and Inclusion Index ETF",ETF,ETF-Large Blend,ETF,0.0,0.0,75.039,75.039,75.039,75.039,100.0,,71.189,69.498,228.14,751.88,False,75.039,59.567,,0.0,0.0,0.0,,,,,,,,
2025-07-02,CVMC,Calvert US Mid-Cap Core Responsible Index ETF,ETF,ETF-Mid-Cap Blend,ETF,0.0,0.0,61.25,61.581,61.25,61.581,3100.0,,58.836,58.038,3014.29,4208.0,False,63.574,49.251,,0.5404081632653112,0.0,-0.5375034507396812,,,,,,,,
2025-07-02,CVSE,Calvert US Select Equity ETF,ETF,ETF-Large Blend,ETF,0.0,0.0,71.451,71.451,71.451,71.451,100.0,,67.911,66.474,1092.86,3976.0,True,71.451,56.672,,0.0,0.0,0.0,,,,,,,,
2025-07-02,CAMX,Cambiar Aggressive Value ETF,ETF,ETF-Global Large-Stock Value,ETF,0.0,0.0,31.578,31.578,31.578,31.578,100.0,,30.43,29.725,496.57,453.88,False,31.857,26.723,,0.0,0.0,0.0,,,,,,,,
2025-07-02,CMBM,Cambium Networks Corporation,Common Stock,Technology,Communication Equipment,11.393549,1.344,0.42,0.426,0.3806,0.4034,205146.0,,0.427,0.976,535516.86,2191388.12,True,2.37,0.269,,-3.952380952380953,5.6023797719385255,-5.6519583539910725,,,,,,,,
2025-07-02,TOKE,Cambria Cannabis ETF,ETF,ETF-Miscellaneous Sector,ETF,0.0,0.0,4.5,4.63,4.5,4.6,11700.0,,4.526,4.935,12592.86,10030.0,True,6.103,3.87,,2.2222222222222143,0.6521739130434837,-2.173913043478253,,,,,,,,
2025-07-02,MFUT,Cambria Chesapeake Pure Trend ETF,ETF,ETF-Systematic Trend,ETF,0.0,0.0,14.73,14.75,14.65,14.71,6800.0,,14.627,15.946,10005.93,13310.56,False,19.666,14.14,,-0.13577732518669094,0.2719238613188249,-0.4078857919782494,,,,,,,,
2025-07-02,EYLD,Cambria Emerging Shareholder Yield ETF,ETF,ETF-Diversified Emerging Mkts,ETF,0.0,0.0,36.2401,36.675,36.2401,36.6252,53806.0,,34.347,33.385,44464.71,15690.12,False,36.625,27.65,,1.0626350368790412,0.1359719537367649,-1.0514618350206997,,,,,,,,
2025-07-02,ENDW,Cambria Endowment Style ETF,ETF,,ETF,0.0,0.0,27.9,28.02,27.9,28.02,8400.0,,26.625,0.0,3742.86,2152.0,False,0.0,0.0,,0.430107526881724,0.0,-0.42826552462527123,,,,,,,,
2025-07-02,CFIT,Cambria Fixed Income Trend ETF,ETF,,ETF,0.0,0.0,24.64,24.7,24.61,24.7,4000.0,,24.363,0.0,4344.5,3467.84,False,0.0,0.0,,0.2435064935064883,0.0,-0.36437246963562697,,,,,,,,
2025-07-02,FYLD,Cambria Foreign Shareholder Yield ETF,ETF,ETF-Foreign Small/Mid Value,ETF,0.0,0.0,29.19,29.4499,29.16,29.425,24814.0,,27.964,26.604,36193.57,56515.26,True,29.425,23.084,,0.8050702295306591,0.08462192013593478,-0.9005947323704352,,,,,,,,
2025-07-02,GAA,Cambria Global Asset Allocation ETF,ETF,ETF-Global Moderate Allocation,ETF,0.0,0.0,30.5,30.6199,30.44,30.594,2786.0,,29.616,28.7,6499.0,5823.72,False,30.594,26.961,,0.30819672131147935,0.08465712231156446,-0.5033666732038959,,,,,,,,
2025-07-02,GMOM,Cambria Global Momentum ETF,ETF,ETF-Tactical Allocation,ETF,0.0,0.0,29.75,29.89,29.68,29.8136,9162.0,,29.169,29.032,6233.0,2161.24,False,30.45,25.79,,0.21378151260504535,0.2562588885609238,-0.4481176375882191,,,,,,,,
2025-07-02,BLDG,Cambria Global Real Estate ETF,ETF,ETF-Global Real Estate,ETF,0.0,0.0,24.82,25.1125,24.82,25.0676,7439.0,,24.558,24.812,3531.36,1242.78,False,27.78,21.48,,0.9975825946817021,0.17911567122501532,-0.9877291802964724,,,,,,,,
2025-07-02,GVAL,Cambria Global Value ETF,ETF,ETF-Foreign Small/Mid Value,ETF,0.0,0.0,27.38,27.55,27.206,27.55,48678.0,,25.961,23.538,104055.57,76335.56,False,27.55,19.808,,0.6208911614317083,0.0,-1.2486388384755034,,,,,,,,
2025-07-02,LYLD,Cambria Large Cap Shareholder Yield ETF,ETF,ETF-Large Value,ETF,0.0,0.0,26.46,26.585,26.4599,26.585,1696.0,,25.433,25.541,1757.29,8754.04,False,0.0,0.0,,0.472411186696901,0.0,-0.4705661087079171,,,,,,,,
2025-07-02,MYLD,Cambria Micro and SmallCap Shareholder Yield ETF,ETF,ETF-Small Value,ETF,0.0,0.0,23.92,24.262,23.92,24.262,4200.0,,22.734,23.442,3835.71,4396.0,False,27.042,19.408,,1.4297658862876201,0.0,-1.409611738521139,,,,,,,,
2025-07-02,SYLD,Cambria Shareholder Yield ETF,ETF,ETF-Mid-Cap Value,ETF,0.0,0.0,66.72,67.35,66.3935,67.26,82756.0,,63.717,65.64,73078.79,79803.52,True,75.012,55.047,,0.8093525179856209,0.1338090990187172,-1.2882842699970294,,,,,,,,
2025-07-02,TYLD,Cambria Tactical Yield ETF,ETF,ETF-Multisector Bond,ETF,0.0,0.0,25.27,25.27,25.25,25.255,900.0,,25.142,24.83,5189.93,19375.18,False,25.255,24.092,,-0.05935892362485386,0.059394179370423954,-0.019798059790136626,,,,,,,,
2025-07-02,TAIL,Cambria Tail Risk ETF,ETF,ETF-Trading--Inverse Equity,ETF,0.0,0.0,11.9,11.96,11.89,11.93,193600.0,,12.068,11.813,221185.71,432094.0,True,13.785,10.77,,0.2521008403361291,0.25146689019280083,-0.33528918692371457,,,,,,,,
2025-07-02,TAX,Cambria Tax Aware ETF,ETF,,ETF,0.0,0.0,26.094,26.094,26.094,26.094,100.0,,24.682,0.0,900.0,480.0,False,0.0,0.0,,0.0,0.0,0.0,,,,,,,,
2025-07-02,TRTY,Cambria Trinity ETF,ETF,ETF-Tactical Allocation,ETF,0.0,0.0,26.34,26.43,26.3399,26.43,3649.0,,25.754,25.411,7445.71,4715.06,False,26.43,23.579,,0.3416856492027329,0.0,-0.34090049186530313,,,,,,,,
2025-07-02,VAMO,Cambria Value & Momentum ETF,ETF,ETF-Equity Hedged,ETF,0.0,0.0,30.3899,30.4579,30.385,30.4579,1107.0,,29.712,29.355,1467.21,3142.78,False,32.106,26.73,,0.22375855136080683,0.0,-0.23934677046019942,,,,,,,,
2025-07-02,CAC,Camden National Corporation,Common Stock,Financials,Banks - Regional,719.864704,0.634,41.98,42.67,41.75,42.59,76765.0,,39.919,39.545,61091.29,57814.04,True,48.534,30.655,,1.4530728918532791,0.18783752054472477,-1.9722939657196605,,,,,,,,
2025-07-02,CPT,Camden Property Trust,Common Stock,Real Estate,REIT - Residential,12115.429376,0.802,112.88,113.65,111.53,113.4,1025200.0,,114.827,113.737,1130085.71,1006136.0,True,123.693,103.805,,0.4606661941885279,0.2204585537918871,-1.6490299823633197,,,,,,,,
2025-07-02,CCJ,Cameco Corporation,Common Stock,Energy,Uranium,32348.903424,1.182,71.46,72.31,70.68,71.66,4454316.0,,60.504,52.07,5732479.71,5471062.32,True,74.46,36.68,,0.27987685418416297,0.9070611219648419,-1.3675690761931198,,,,,,,,
2025-07-02,CAMP,Camp4 Therapeutics Corporation,Common Stock,Healthcare,Biotechnology,102.821608,0.0,1.36,1.435,1.34,1.35,45400.0,,2.023,0.0,157114.29,383899.32,False,0.0,0.0,,-0.7352941176470594,6.296296296296293,-0.7407407407407414,,,,,,,,
2025-07-02,CWH,"Camping World Holdings, Inc.",Common Stock,Consumer Discretionary,Auto & Truck Dealerships,1177.556096,1.897,18.67,18.82,18.41,18.82,3158700.0,,17.106,18.46,3009076.93,3068981.54,True,24.694,11.602,,0.8034279592929757,0.0,-2.178533475026568,,,,,,,,
2025-07-02,CAMT,Camtek Ltd.,Common Stock,Technology,Semiconductor Equipment & Materials,3991.191808,1.306,84.23,88.365,83.5,87.52,807505.0,,73.135,78.764,538394.29,407696.36,True,137.24,50.56,,3.905971744034183,0.9654936014625215,-4.593235831809868,,,,,,,,
2025-07-02,CAN,Canaan Inc.,Common Stock,Technology,Computer Hardware,298.175808,3.337,0.612,0.65,0.608,0.648,29152900.0,,0.722,1.043,24871350.0,30448672.0,True,3.09,0.578,,5.882352941176476,0.30864197530864224,-6.172839506172845,,,,,,,,
2025-07-02,GOOS,Canada Goose Holdings Inc.,Common Stock,Consumer Discretionary,Apparel Manufacturing,1147.98336,1.492,11.05,11.985,11.05,11.88,1841953.0,,10.621,10.377,852636.57,1243196.24,True,13.11,6.88,,7.51131221719457,0.8838383838383723,-6.986531986531987,,,,,,,,
2025-07-02,CM,Canadian Imperial Bank of Commerce,Common Stock,Financials,Banks - Diversified,66990.833664,1.242,71.0,71.71,70.78,71.71,1502100.0,,66.179,60.308,1775278.57,1198778.0,True,71.71,46.206,,0.9999999999999911,0.0,-1.296890252405512,,,,,,,,
2025-07-02,CNI,Canadian National Railway Company,Common Stock,Industrials,Railroads,66891.501568,0.9,105.09,106.74,105.06,106.6,1124908.0,,102.797,105.134,1391366.57,1387501.52,True,120.795,92.087,,1.4368636406889246,0.13133208255159529,-1.4446529080675348,,,,,,,,
2025-07-02,CNQ,Canadian Natural Resources Limited,Common Stock,Energy,Oil & Gas Exploration & Production,67843.203072,1.509,32.0,32.44,31.5507,32.41,3938641.0,,31.006,31.174,8318881.5,6160772.82,True,36.188,24.828,,1.2812499999999893,0.09256402344955612,-2.6513421783400113,,,,,,,,
2025-07-02,CP,Canadian Pacific Kansas City Limited,Common Stock,Industrials,Railroads,76064.776192,1.074,80.03,82.06,80.03,81.75,2619200.0,,78.662,77.34,2751614.29,2985710.0,True,86.637,67.01,,2.149194052230412,0.37920489296636367,-2.1039755351681944,,,,,,,,
2025-07-02,CSIQ,Canadian Solar Inc.,Common Stock,Technology,Solar,833.803904,1.383,11.73,12.79,11.5431,12.45,3826871.0,,10.446,11.581,1056375.07,1647641.92,True,17.47,6.76,,6.138107416879786,2.7309236947791153,-7.284337349397578,,,,,,,,
2025-07-02,CADL,"Candel Therapeutics, Inc.",Common Stock,Healthcare,Biotechnology,250.012464,-0.866,4.86,5.07,4.85,4.99,913893.0,,5.392,6.044,970261.57,974591.28,True,12.21,3.8,,2.674897119341561,1.6032064128256525,-2.805611222444901,,,,,,,,
2025-07-02,CANF,Can-Fite BioPharma Ltd.,Common Stock,Healthcare,Biotechnology,14.76505,0.231,1.01,1.04,1.01,1.03,57100.0,,1.131,1.664,182482.43,121195.96,False,4.5,1.03,,1.980198019801982,0.9708737864077678,-1.9417475728155356,,,,,,,,
2025-07-02,CANG,Cango Inc.,Common Stock,Consumer Discretionary,Auto & Truck Dealerships,547.2368,0.563,4.86,5.27,4.72,5.27,769968.0,,4.519,3.681,400033.43,370511.36,False,8.0,1.5,,8.436213991769531,0.0,-10.436432637571155,,,,,,,,
2025-07-02,CNNE,"Cannae Holdings, Inc.",Common Stock,Consumer Discretionary,Restaurants,1331.741696,0.997,20.98,21.24,20.78,21.2,1023967.0,,19.226,18.739,943797.64,722607.28,True,21.323,15.904,,1.0486177311725398,0.18867924528301486,-1.9811320754716895,,,,,,,,
2025-07-02,CGC,Canopy Growth Corporation,Common Stock,Healthcare,Drug Manufacturers - Specialty & Generic,277.143872,2.14,1.15,1.21,1.145,1.19,8157477.0,,1.381,2.832,7694752.86,8536766.74,True,8.35,0.828,,3.478260869565221,1.6806722689075646,-3.781512605042011,,,,,,,,
2025-07-02,CTLP,"Cantaloupe, Inc.",Common Stock,Technology,Information Technology Services,808.614848,1.094,11.0,11.1,10.995,11.04,1669946.0,,9.487,8.495,4027041.5,1648985.96,True,11.15,6.24,,0.3636363636363559,0.5434782608695699,-0.4076086956521733,,,,,,,,
2025-07-02,CPHC,Canterbury Park Holding Corporation,Common Stock,Consumer Discretionary,Resorts & Casinos,98.632752,-0.384,19.25,21.61,19.01,19.5,38090.0,,18.143,19.114,15572.93,5438.08,False,22.202,16.937,,1.2987012987012987,10.820512820512818,-2.512820512820505,,,,,,,,
2025-07-02,CEPO,"Cantor Equity Partners I, Inc.",Common Stock,Financials,Shell Companies,207.87,0.0,11.69,11.9877,11.69,11.7725,75791.0,,11.815,0.0,246770.79,569741.82,False,0.0,0.0,,0.7057313943541604,1.827988957315773,-0.700785729454248,,,,,,,,
2025-07-02,CEPT,"Cantor Equity Partners II, Inc.",,Financials,Shell Companies,0.0,0.0,11.0104,11.05,10.88,10.94,49498.0,,0.0,0.0,180749.86,0.0,False,0.0,0.0,,-0.6393954806364993,1.0054844606947093,-0.5484460694698238,,,,,,,,
2025-07-02,CEP,"Cantor Equity Partners, Inc.",Common Stock,Financials,Shell Companies,104.751,0.0,27.3,31.94,26.8,31.58,699700.0,,31.574,17.936,607800.0,4447842.0,True,0.0,0.0,,15.67765567765567,1.139962001266634,-15.136162127929062,,,,,,,,
2025-07-02,CBNK,"Capital Bancorp, Inc.",Common Stock,Financials,Banks - Regional,574.781248,0.689,34.4,34.79,34.0747,34.7,87634.0,,31.734,28.489,97554.29,75779.02,True,34.7,19.491,,0.8720930232558264,0.2593659942363006,-1.8020172910662904,,,,,,,,
2025-07-02,CCBG,"Capital City Bank Group, Inc.",Common Stock,Financials,Banks - Regional,696.180992,0.371,40.43,40.93,39.57,40.82,36486.0,,37.525,35.387,41064.29,29982.62,True,40.82,26.129,,0.9646302250803873,0.26947574718275213,-3.0622243998040175,,,,,,,,
2025-07-02,CCEC,Capital Clean Energy Carriers Corp.,Common Stock,Industrials,Marine Shipping,1260.660352,0.411,23.25,23.6,23.25,23.48,3813.0,,21.759,19.359,8950.93,17882.26,True,24.14,15.24,,0.9892473118279588,0.5110732538330536,-0.9795570698466798,,,,,,,,
2025-07-02,CGCV,Capital Group Conservative Equity ETF,ETF,ETF-Large Value,ETF,0.0,0.0,28.71,28.76,28.6299,28.76,209128.0,,27.712,27.001,118580.57,139956.56,False,28.76,24.45,,0.17415534656914214,0.0,-0.452364394993054,,,,,,,,
2025-07-02,CGBL,Capital Group Core Balanced ETF,ETF,ETF-Moderate Allocation,ETF,0.0,0.0,33.36,33.55,33.28,33.55,571659.0,,32.28,31.222,716632.79,609389.18,False,33.55,28.452,,0.5695443645083864,0.0,-0.8047690014903013,,,,,,,,
2025-07-02,CGCB,Capital Group Core Bond ETF,ETF,ETF-Intermediate Core Bond,ETF,0.0,0.0,26.23,26.27,26.2,26.27,2188400.0,,25.963,25.647,772528.57,621390.0,False,26.308,24.882,,0.15249714067860903,0.0,-0.26646364674533796,,,,,,,,
2025-07-02,CGUS,Capital Group Core Equity ETF,ETF,ETF-Large Blend,ETF,0.0,0.0,36.87,37.15,36.805,37.15,2739599.0,,35.239,34.177,1124592.79,1069277.98,True,37.15,29.93,,0.7594250067805836,0.0,-0.9286675639300104,,,,,,,,
2025-07-02,CGCP,Capital Group Core Plus Income ETF,ETF,ETF-Intermediate Core-Plus Bond,ETF,0.0,0.0,22.45,22.5,22.44,22.5,3000233.0,,22.166,21.898,1107782.86,1032390.54,False,22.51,21.207,,0.22271714922049313,0.0,-0.266666666666661,,,,,,,,
2025-07-02,CGDG,Capital Group Dividend Growers ETF,ETF,ETF-Global Large-Stock Blend,ETF,0.0,0.0,33.62,33.84,33.58,33.84,519390.0,,32.522,30.885,593006.43,560223.8,False,33.84,27.758,,0.6543723973825282,0.0,-0.7683215130023792,,,,,,,,
2025-07-02,CGDV,Capital Group Dividend Value ETF,ETF,ETF-Large Value,ETF,0.0,0.0,39.57,39.859,39.5,39.85,5424262.0,,37.525,35.933,3980104.43,3433307.24,True,39.85,31.93,,0.7076067728076854,0.022584692597240504,-0.8782936010037677,,,,,,,,
2025-07-02,CGGE,Capital Group Global Equity ETF,ETF,ETF-Global Large-Stock Blend,ETF,0.0,0.0,28.95,29.11,28.9208,29.11,211503.0,,27.826,26.566,245278.79,200462.06,False,29.19,23.22,,0.5526770293609676,0.0,-0.6499484713156977,,,,,,,,
2025-07-02,CGGO,Capital Group Global Growth Equity ETF,ETF,ETF-Global Large-Stock Growth,ETF,0.0,0.0,31.64,31.91,31.6052,31.91,968212.0,,30.522,29.687,850050.86,869100.24,False,32.17,25.31,,0.8533501896333741,0.0,-0.9551864619241623,,,,,,,,
2025-07-02,CGGR,Capital Group Growth ETF,ETF,ETF-Large Growth,ETF,0.0,0.0,40.19,40.485,40.15,40.45,4760832.0,,38.131,36.148,2914573.71,2532046.64,True,40.65,30.53,,0.6469270962926228,0.08652657601976907,-0.7416563658838177,,,,,,,,
2025-07-02,CGIB,Capital Group International Bond ETF (USD-Hedged),ETF,ETF-Global Bond-USD Hedged,ETF,0.0,0.0,25.19,25.19,25.12,25.19,306852.0,,25.606,25.347,33553.71,15725.04,False,25.92,24.446,,0.0,0.0,-0.2778880508138161,,,,,,,,
2025-07-02,CGIC,Capital Group International Core Equity ETF,ETF,ETF-Foreign Large Blend,ETF,0.0,0.0,28.94,29.19,28.8823,29.19,1137189.0,,28.053,26.307,262049.21,188713.78,False,29.24,23.36,,0.8638562543192813,0.0,-1.054128126070574,,,,,,,,
2025-07-02,CGIE,Capital Group International Equity ETF,ETF,ETF-Foreign Large Growth,ETF,0.0,0.0,32.5,32.73,32.4646,32.73,939241.0,,31.848,30.177,334774.36,294360.82,False,33.13,26.4,,0.7076923076922981,0.0,-0.8108768713718292,,,,,,,,
2025-07-02,CGXU,Capital Group International Focus Equity ETF,ETF,ETF-Foreign Large Growth,ETF,0.0,0.0,26.94,27.17,26.91,27.17,775719.0,,26.232,25.757,980472.79,705646.38,False,27.356,21.44,,0.8537490720118798,0.0,-0.9569377990430679,,,,,,,,
2025-07-02,CGHM,Capital Group Municipal High-Income ETF,ETF,ETF-High Yield Muni,ETF,0.0,0.0,24.67,24.67,24.61,24.627,81926.0,,24.576,24.759,125460.21,143836.86,False,25.401,23.902,,-0.17430077016620515,0.17460510821457267,-0.069029926503429,,,,,,,,
2025-07-02,CGMU,Capital Group Municipal Income ETF,ETF,ETF-Muni National Interm,ETF,0.0,0.0,26.69,26.76,26.69,26.76,579000.0,,26.538,26.453,611885.71,665624.0,False,26.955,25.982,,0.2622705133008628,0.0,-0.26158445440956757,,,,,,,,
2025-07-02,CGNG,Capital Group New Geography Equity ETF,ETF,ETF-Diversified Emerging Mkts,ETF,0.0,0.0,28.58,28.84,28.58,28.84,817051.0,,27.324,26.004,375646.5,282108.98,False,28.84,22.52,,0.9097270818754428,0.0,-0.9015256588072177,,,,,,,,
2025-07-02,CGSD,Capital Group Short Duration Income ETF,ETF,ETF-Short-Term Bond,ETF,0.0,0.0,25.91,25.93,25.9,25.92,1973000.0,,25.714,25.282,442778.57,341438.0,False,25.935,24.33,,0.038595137012742434,0.03858024691357257,-0.07716049382717255,,,,,,,,
2025-07-02,CGSM,Capital Group Short Duration Municipal Income ETF,ETF,ETF-Muni National Short,ETF,0.0,0.0,26.11,26.11,26.09,26.095,233300.0,,25.913,25.657,167514.29,171566.0,False,26.1,25.028,,-0.057449253159711104,0.057482276298143585,-0.019160758766043326,,,,,,,,
2025-07-02,CGMS,Capital Group U.S. Multi-Sector Income ETF,ETF,ETF-Multisector Bond,ETF,0.0,0.0,27.57,27.62,27.555,27.62,731100.0,,27.11,26.621,661842.86,612534.0,False,27.62,25.544,,0.18135654697134823,0.0,-0.23533671252715885,,,,,,,,
2025-07-02,CGMM,Capital Group U.S. Small and Mid Cap ETF,ETF,,ETF,0.0,0.0,27.05,27.31,26.97,27.3,1537200.0,,25.646,0.0,544064.29,462315.46,False,0.0,0.0,,0.9242144177449167,0.036630036630029346,-1.2087912087912156,,,,,,,,
2025-07-02,CGUI,Capital Group Ultra Short Income ETF,ETF,ETF-Ultrashort Bond,ETF,0.0,0.0,25.26,25.26,25.22,25.22,996193.0,,25.168,24.802,86199.5,112771.86,False,25.32,23.979,,-0.1583531274742783,0.15860428231563323,0.0,,,,,,,,
2025-07-02,COF,Capital One Financial Corporation,Common Stock,Financials,Credit Services,139958.534144,1.132,215.43,219.26,214.57,218.81,3571200.0,,195.403,175.994,3918714.29,4852822.0,True,218.81,129.611,,1.5689551130297523,0.20565787669667226,-1.9377542159864765,,,,,,,,
